Episode #,State,Action,Reward,Next State,Terminated
9,[-0.5273537   0.00168411],1,-1.0,[-0.52564144  0.00171227],0
9,[-0.52564144  0.00171227],1,-1.0,[-0.52391386  0.00172759],0
9,[-0.52391386  0.00172759],1,-1.0,[-0.5221839   0.00172995],0
9,[-0.5221839   0.00172995],1,-1.0,[-0.52046454  0.00171934],0
9,[-0.52046454  0.00171934],1,-1.0,[-0.5187687   0.00169584],0
9,[-0.5187687   0.00169584],1,-1.0,[-0.5171091   0.00165961],0
9,[-0.5171091   0.00165961],1,-1.0,[-0.51549816  0.00161094],0
9,[-0.51549816  0.00161094],1,-1.0,[-0.51394796  0.00155019],0
9,[-0.51394796  0.00155019],1,-1.0,[-0.5124701   0.00147782],0
9,[-0.5124701   0.00147782],1,-1.0,[-0.51107574  0.00139437],0
9,[-0.51107574  0.00139437],1,-1.0,[-0.5097753   0.00130047],0
9,[-0.5097753   0.00130047],1,-1.0,[-0.5085785   0.00119683],0
9,[-0.5085785   0.00119683],1,-1.0,[-0.5074943   0.00108421],0
9,[-0.5074943   0.00108421],1,-1.0,[-0.50653076  0.00096348],0
9,[-0.50653076  0.00096348],1,-1.0,[-0.5056952   0.00083552],0
9,[-0.5056952   0.00083552],1,-1.0,[-0.5049939   0.00070131],0
9,[-0.5049939   0.00070131],1,-1.0,[-0.5044321   0.00056185],0
9,[-0.5044321   0.00056185],1,-1.0,[-5.0401390e-01  4.1817426e-04],0
9,[-5.0401390e-01  4.1817426e-04],1,-1.0,[-5.0374252e-01  2.7137232e-04],0
9,[-5.0374252e-01  2.7137232e-04],1,-1.0,[-5.0362003e-01  1.2253867e-04],0
9,[-5.0362003e-01  1.2253867e-04],1,-1.0,[-5.036472e-01 -2.721240e-05],0
9,[-5.036472e-01 -2.721240e-05],1,-1.0,[-5.0382400e-01 -1.7675974e-04],0
9,[-5.0382400e-01 -1.7675974e-04],1,-1.0,[-5.0414896e-01 -3.2498373e-04],0
9,[-5.0414896e-01 -3.2498373e-04],1,-1.0,[-5.0461972e-01 -4.7077457e-04],0
9,[-5.0461972e-01 -4.7077457e-04],1,-1.0,[-0.50523275 -0.00061304],0
9,[-0.50523275 -0.00061304],1,-1.0,[-0.5059835  -0.00075072],0
9,[-0.5059835  -0.00075072],1,-1.0,[-0.5068663  -0.00088277],0
9,[-0.5068663  -0.00088277],1,-1.0,[-0.5078745  -0.00100821],0
9,[-0.5078745  -0.00100821],1,-1.0,[-0.5090006 -0.0011261],0
9,[-0.5090006 -0.0011261],1,-1.0,[-0.51023614 -0.00123555],0
9,[-0.51023614 -0.00123555],1,-1.0,[-0.5115719  -0.00133574],0
9,[-0.5115719  -0.00133574],1,-1.0,[-0.5129978  -0.00142593],0
9,[-0.5129978  -0.00142593],1,-1.0,[-0.5145032  -0.00150542],0
9,[-0.5145032  -0.00150542],1,-1.0,[-0.51607686 -0.00157363],0
9,[-0.51607686 -0.00157363],1,-1.0,[-0.5177069  -0.00163004],0
9,[-0.5177069  -0.00163004],1,-1.0,[-0.5193811  -0.00167422],0
9,[-0.5193811  -0.00167422],1,-1.0,[-0.52108693 -0.00170586],0
9,[-0.52108693 -0.00170586],1,-1.0,[-0.52281165 -0.00172469],0
9,[-0.52281165 -0.00172469],1,-1.0,[-0.5245423 -0.0017306],0
9,[-0.5245423 -0.0017306],1,-1.0,[-0.52626574 -0.00172352],0
9,[-0.52626574 -0.00172352],1,-1.0,[-0.5279693  -0.00170352],0
9,[-0.5279693  -0.00170352],1,-1.0,[-0.52964    -0.00167074],0
9,[-0.52964    -0.00167074],1,-1.0,[-0.53126544 -0.00162543],0
9,[-0.53126544 -0.00162543],1,-1.0,[-0.5328334  -0.00156794],0
9,[-0.5328334  -0.00156794],1,-1.0,[-0.5343321  -0.00149869],0
9,[-0.5343321  -0.00149869],1,-1.0,[-0.53575027 -0.0014182 ],0
9,[-0.53575027 -0.0014182 ],1,-1.0,[-0.53707737 -0.00132709],0
9,[-0.53707737 -0.00132709],1,-1.0,[-0.53830343 -0.00122602],0
9,[-0.53830343 -0.00122602],1,-1.0,[-0.5394192  -0.00111578],0
9,[-0.5394192  -0.00111578],1,-1.0,[-0.54041636 -0.00099717],0
9,[-0.54041636 -0.00099717],1,-1.0,[-0.5412874  -0.00087109],0
9,[-0.5412874  -0.00087109],1,-1.0,[-0.5420259  -0.00073849],0
9,[-0.5420259  -0.00073849],1,-1.0,[-0.54262626 -0.00060035],0
9,[-0.54262626 -0.00060035],1,-1.0,[-5.4308403e-01 -4.5772406e-04],0
9,[-5.4308403e-01 -4.5772406e-04],1,-1.0,[-5.4339570e-01 -3.1166806e-04],0
9,[-5.4339570e-01 -3.1166806e-04],1,-1.0,[-5.4355896e-01 -1.6327860e-04],0
9,[-5.4355896e-01 -1.6327860e-04],1,-1.0,[-5.4357260e-01 -1.3666738e-05],0
9,[-5.4357260e-01 -1.3666738e-05],1,-1.0,[-5.4343659e-01  1.3604744e-04],0
9,[-5.4343659e-01  1.3604744e-04],1,-1.0,[-5.4315186e-01  2.8474309e-04],0
9,[-5.4315186e-01  2.8474309e-04],1,-1.0,[-5.427205e-01  4.313069e-04],0
9,[-5.427205e-01  4.313069e-04],1,-1.0,[-0.5421459   0.00057464],0
9,[-0.5421459   0.00057464],1,-1.0,[-0.5414322   0.00071367],0
9,[-0.5414322   0.00071367],1,-1.0,[-0.54058486  0.00084736],0
9,[-0.54058486  0.00084736],1,-1.0,[-0.53961015  0.0009747 ],0
9,[-0.53961015  0.0009747 ],1,-1.0,[-0.5385154   0.00109474],0
9,[-0.5385154   0.00109474],1,-1.0,[-0.5373088   0.00120658],0
9,[-0.5373088   0.00120658],1,-1.0,[-0.5359995   0.00130937],0
9,[-0.5359995   0.00130937],1,-1.0,[-0.5345971   0.00140236],0
9,[-0.5345971   0.00140236],1,-1.0,[-0.5331123   0.00148483],0
9,[-0.5331123   0.00148483],1,-1.0,[-0.5315561   0.00155617],0
9,[-0.5315561   0.00155617],1,-1.0,[-0.52994025  0.00161585],0
9,[-0.52994025  0.00161585],1,-1.0,[-0.52827686  0.0016634 ],0
9,[-0.52827686  0.0016634 ],1,-1.0,[-0.52657837  0.00169849],0
9,[-0.52657837  0.00169849],1,-1.0,[-0.5248575   0.00172083],0
9,[-0.5248575   0.00172083],1,-1.0,[-0.52312726  0.00173027],0
9,[-0.52312726  0.00173027],1,-1.0,[-0.5214005   0.00172674],0
9,[-0.5214005   0.00172674],1,-1.0,[-0.5196903   0.00171025],0
9,[-0.5196903   0.00171025],1,-1.0,[-0.5180093   0.00168094],0
9,[-0.5180093   0.00168094],1,-1.0,[-0.5163703   0.00163902],0
9,[-0.5163703   0.00163902],1,-1.0,[-0.51478547  0.00158481],0
9,[-0.51478547  0.00158481],1,-1.0,[-0.5132668   0.00151872],0
9,[-0.5132668   0.00151872],1,-1.0,[-0.51182556  0.00144124],0
9,[-0.51182556  0.00144124],1,-1.0,[-0.5104726   0.00135296],0
9,[-0.5104726   0.00135296],1,-1.0,[-0.50921804  0.00125454],0
9,[-0.50921804  0.00125454],1,-1.0,[-0.5080713   0.00114672],0
9,[-0.5080713   0.00114672],1,-1.0,[-0.50704104  0.0010303 ],0
9,[-0.50704104  0.0010303 ],1,-1.0,[-0.50613487  0.00090617],0
9,[-0.50613487  0.00090617],1,-1.0,[-0.5053596   0.00077525],0
9,[-0.5053596   0.00077525],1,-1.0,[-0.50472105  0.00063853],0
9,[-0.50472105  0.00063853],1,-1.0,[-5.0422406e-01  4.9701869e-04],0
9,[-5.0422406e-01  4.9701869e-04],1,-1.0,[-5.0387228e-01  3.5179005e-04],0
9,[-5.0387228e-01  3.5179005e-04],1,-1.0,[-5.0366831e-01  2.0392753e-04],0
9,[-5.0366831e-01  2.0392753e-04],1,-1.0,[-5.0361377e-01  5.4538257e-05],0
9,[-5.0361377e-01  5.4538257e-05],1,-1.0,[-5.037091e-01 -9.525932e-05],0
9,[-5.037091e-01 -9.525932e-05],1,-1.0,[-5.039534e-01 -2.443437e-04],0
9,[-5.039534e-01 -2.443437e-04],1,-1.0,[-5.0434500e-01 -3.9159876e-04],0
9,[-5.0434500e-01 -3.9159876e-04],1,-1.0,[-0.5048809  -0.00053592],0
9,[-0.5048809  -0.00053592],1,-1.0,[-0.5055572  -0.00067623],0
9,[-0.5055572  -0.00067623],1,-1.0,[-0.50636864 -0.00081148],0
9,[-0.50636864 -0.00081148],1,-1.0,[-0.50730926 -0.00094065],0
9,[-0.50730926 -0.00094065],1,-1.0,[-0.50837207 -0.00106277],0
9,[-0.50837207 -0.00106277],1,-1.0,[-0.50954896 -0.00117693],0
9,[-0.50954896 -0.00117693],1,-1.0,[-0.51083124 -0.00128227],0
9,[-0.51083124 -0.00128227],1,-1.0,[-0.51220924 -0.00137801],0
9,[-0.51220924 -0.00137801],1,-1.0,[-0.51367265 -0.00146341],0
9,[-0.51367265 -0.00146341],1,-1.0,[-0.5152105  -0.00153785],0
9,[-0.5152105  -0.00153785],1,-1.0,[-0.51681125 -0.00160075],0
9,[-0.51681125 -0.00160075],1,-1.0,[-0.5184629  -0.00165165],0
9,[-0.5184629  -0.00165165],1,-1.0,[-0.5201531  -0.00169017],0
9,[-0.5201531  -0.00169017],1,-1.0,[-0.5218691  -0.00171601],0
9,[-0.5218691  -0.00171601],1,-1.0,[-0.5235981  -0.00172899],0
9,[-0.5235981  -0.00172899],1,-1.0,[-0.5253271  -0.00172899],1
10,"(array([-0.49351907,  0.        ], dtype=float32), {})",1,-1.0,[-4.9374437e-01 -2.2529165e-04],0
10,[-4.9374437e-01 -2.2529165e-04],1,-1.0,[-4.9419329e-01 -4.4890042e-04],0
10,[-4.9419329e-01 -4.4890042e-04],1,-1.0,[-0.49486244 -0.00066916],0
10,[-0.49486244 -0.00066916],1,-1.0,[-0.49574685 -0.00088441],0
10,[-0.49574685 -0.00088441],1,-1.0,[-0.4968399  -0.00109306],0
10,[-0.4968399  -0.00109306],1,-1.0,[-0.49813342 -0.00129353],0
10,[-0.49813342 -0.00129353],1,-1.0,[-0.4996178  -0.00148434],0
10,[-0.4996178  -0.00148434],1,-1.0,[-0.5012818  -0.00166404],0
10,[-0.5012818  -0.00166404],1,-1.0,[-0.5031131  -0.00183129],0
10,[-0.5031131  -0.00183129],1,-1.0,[-0.5050979  -0.00198484],0
10,[-0.5050979  -0.00198484],1,-1.0,[-0.50722146 -0.00212352],0
10,[-0.50722146 -0.00212352],1,-1.0,[-0.5094678 -0.0022463],0
10,[-0.5094678 -0.0022463],1,-1.0,[-0.51182    -0.00235225],0
10,[-0.51182    -0.00235225],1,-1.0,[-0.5142606  -0.00244058],0
10,[-0.5142606  -0.00244058],1,-1.0,[-0.5167712 -0.0025106],0
10,[-0.5167712 -0.0025106],1,-1.0,[-0.519333   -0.00256181],0
10,[-0.519333   -0.00256181],1,-1.0,[-0.5219268 -0.0025938],0
10,[-0.5219268 -0.0025938],1,-1.0,[-0.52453315 -0.00260634],0
10,[-0.52453315 -0.00260634],1,-1.0,[-0.5271325  -0.00259933],0
10,[-0.5271325  -0.00259933],1,-1.0,[-0.52970535 -0.00257283],0
10,[-0.52970535 -0.00257283],1,-1.0,[-0.53223234 -0.00252703],0
10,[-0.53223234 -0.00252703],1,-1.0,[-0.5346946  -0.00246229],0
10,[-0.5346946  -0.00246229],1,-1.0,[-0.53707373 -0.00237908],0
10,[-0.53707373 -0.00237908],1,-1.0,[-0.53935176 -0.00227805],0
10,[-0.53935176 -0.00227805],1,-1.0,[-0.5415117  -0.00215995],0
10,[-0.5415117  -0.00215995],1,-1.0,[-0.5435374  -0.00202566],0
10,[-0.5435374  -0.00202566],1,-1.0,[-0.5454136  -0.00187621],0
10,[-0.5454136  -0.00187621],1,-1.0,[-0.5471263  -0.00171272],0
10,[-0.5471263  -0.00171272],1,-1.0,[-0.5486627  -0.00153641],0
10,[-0.5486627  -0.00153641],1,-1.0,[-0.55001134 -0.00134861],0
10,[-0.55001134 -0.00134861],1,-1.0,[-0.55116206 -0.00115072],0
10,[-0.55116206 -0.00115072],1,-1.0,[-0.55210626 -0.00094423],0
10,[-0.55210626 -0.00094423],1,-1.0,[-0.55283695 -0.00073068],0
10,[-0.55283695 -0.00073068],1,-1.0,[-5.5334866e-01 -5.1167951e-04],0
10,[-5.5334866e-01 -5.1167951e-04],1,-1.0,[-5.5363750e-01 -2.8885156e-04],0
10,[-5.5363750e-01 -2.8885156e-04],1,-1.0,[-5.5370134e-01 -6.3865955e-05],0
10,[-5.5370134e-01 -6.3865955e-05],1,-1.0,[-5.5353975e-01  1.6159672e-04],0
10,[-5.5353975e-01  1.6159672e-04],1,-1.0,[-5.5315393e-01  3.8585233e-04],0
10,[-5.5315393e-01  3.8585233e-04],1,-1.0,[-0.5525467   0.00060723],0
10,[-0.5525467   0.00060723],1,-1.0,[-0.55172265  0.00082406],0
10,[-0.55172265  0.00082406],1,-1.0,[-0.5506879   0.00103474],0
10,[-0.5506879   0.00103474],1,-1.0,[-0.5494502   0.00123769],0
10,[-0.5494502   0.00123769],1,-1.0,[-0.5480188   0.00143138],0
10,[-0.5480188   0.00143138],1,-1.0,[-0.5464045   0.00161436],0
10,[-0.5464045   0.00161436],1,-1.0,[-0.5446192   0.00178527],0
10,[-0.5446192   0.00178527],1,-1.0,[-0.5426764   0.00194282],0
10,[-0.5426764   0.00194282],1,-1.0,[-0.5405905   0.00208583],0
10,[-0.5405905   0.00208583],1,-1.0,[-0.53837734  0.00221321],0
10,[-0.53837734  0.00221321],1,-1.0,[-0.5360533   0.00232401],0
10,[-0.5360533   0.00232401],1,-1.0,[-0.5336359  0.0024174],0
10,[-0.5336359  0.0024174],1,-1.0,[-0.53114325  0.00249267],0
10,[-0.53114325  0.00249267],1,-1.0,[-0.528594    0.00254924],0
10,[-0.528594    0.00254924],1,-1.0,[-0.5260073   0.00258671],0
10,[-0.5260073   0.00258671],1,-1.0,[-0.5234025   0.00260477],0
10,[-0.5234025   0.00260477],1,-1.0,[-0.5207992  0.0026033],0
10,[-0.5207992  0.0026033],1,-1.0,[-0.5182169  0.0025823],0
10,[-0.5182169  0.0025823],1,-1.0,[-0.515675    0.00254194],0
10,[-0.515675    0.00254194],1,-1.0,[-0.5131925   0.00248252],0
10,[-0.5131925   0.00248252],1,-1.0,[-0.51078796  0.00240448],0
10,[-0.51078796  0.00240448],1,-1.0,[-0.50847954  0.00230843],0
10,[-0.50847954  0.00230843],1,-1.0,[-0.5062845   0.00219507],0
10,[-0.5062845   0.00219507],1,-1.0,[-0.50421923  0.00206527],0
10,[-0.50421923  0.00206527],1,-1.0,[-0.5022992   0.00192001],0
10,[-0.5022992   0.00192001],1,-1.0,[-0.5005388   0.00176037],0
10,[-0.5005388   0.00176037],1,-1.0,[-0.4989513   0.00158756],0
10,[-0.4989513   0.00158756],1,-1.0,[-0.4975484   0.00140287],0
10,[-0.4975484   0.00140287],1,-1.0,[-0.49634072  0.00120769],0
10,[-0.49634072  0.00120769],1,-1.0,[-0.49533725  0.00100348],0
10,[-0.49533725  0.00100348],1,-1.0,[-0.49454546  0.00079178],0
10,[-0.49454546  0.00079178],1,-1.0,[-0.49397132  0.00057415],0
10,[-0.49397132  0.00057415],1,-1.0,[-4.9361908e-01  3.5223839e-04],0
10,[-4.9361908e-01  3.5223839e-04],1,-1.0,[-4.9349138e-01  1.2769364e-04],0
10,[-4.9349138e-01  1.2769364e-04],1,-1.0,[-4.935892e-01 -9.780495e-05],0
10,[-4.935892e-01 -9.780495e-05],1,-1.0,[-4.9391174e-01 -3.2257297e-04],0
10,[-4.9391174e-01 -3.2257297e-04],1,-1.0,[-0.49445668 -0.00054493],0
10,[-0.49445668 -0.00054493],1,-1.0,[-0.49521992 -0.00076322],0
10,[-0.49521992 -0.00076322],1,-1.0,[-0.4961957 -0.0009758],0
10,[-0.4961957 -0.0009758],1,-1.0,[-0.4973768  -0.00118109],0
10,[-0.4973768  -0.00118109],1,-1.0,[-0.49875435 -0.00137756],0
10,[-0.49875435 -0.00137756],1,-1.0,[-0.50031805 -0.00156372],0
10,[-0.50031805 -0.00156372],1,-1.0,[-0.50205624 -0.00173818],0
10,[-0.50205624 -0.00173818],1,-1.0,[-0.5039559  -0.00189964],0
10,[-0.5039559  -0.00189964],1,-1.0,[-0.5060028  -0.00204687],0
10,[-0.5060028  -0.00204687],1,-1.0,[-0.5081816  -0.00217878],0
10,[-0.5081816  -0.00217878],1,-1.0,[-0.51047593 -0.00229437],0
10,[-0.51047593 -0.00229437],1,-1.0,[-0.5128687  -0.00239277],0
10,[-0.5128687  -0.00239277],1,-1.0,[-0.51534194 -0.00247323],0
10,[-0.51534194 -0.00247323],1,-1.0,[-0.51787704 -0.00253515],0
10,[-0.51787704 -0.00253515],1,-1.0,[-0.5204551  -0.00257806],0
10,[-0.5204551  -0.00257806],1,-1.0,[-0.52305675 -0.00260164],0
10,[-0.52305675 -0.00260164],1,-1.0,[-0.5256625 -0.0026057],0
10,[-0.5256625 -0.0026057],1,-1.0,[-0.52825266 -0.00259022],0
10,[-0.52825266 -0.00259022],1,-1.0,[-0.53080803 -0.00255532],0
10,[-0.53080803 -0.00255532],1,-1.0,[-0.5333093  -0.00250126],0
10,[-0.5333093  -0.00250126],1,-1.0,[-0.5357377  -0.00242844],0
10,[-0.5357377  -0.00242844],1,-1.0,[-0.5380751  -0.00233742],0
10,[-0.5380751  -0.00233742],1,-1.0,[-0.540304   -0.00222888],0
10,[-0.540304   -0.00222888],1,-1.0,[-0.54240763 -0.00210364],0
10,[-0.54240763 -0.00210364],1,-1.0,[-0.5443703  -0.00196265],0
10,[-0.5443703  -0.00196265],1,-1.0,[-0.54617727 -0.00180696],0
10,[-0.54617727 -0.00180696],1,-1.0,[-0.54781497 -0.00163775],0
10,[-0.54781497 -0.00163775],1,-1.0,[-0.5492713  -0.00145629],0
10,[-0.5492713  -0.00145629],1,-1.0,[-0.5505352  -0.00126394],0
10,[-0.5505352  -0.00126394],1,-1.0,[-0.55159736 -0.00106214],0
10,[-0.55159736 -0.00106214],1,-1.0,[-0.55244976 -0.00085239],0
10,[-0.55244976 -0.00085239],1,-1.0,[-0.55308604 -0.00063628],0
10,[-0.55308604 -0.00063628],1,-1.0,[-5.5350143e-01 -4.1541416e-04],0
10,[-5.5350143e-01 -4.1541416e-04],1,-1.0,[-5.536929e-01 -1.914448e-04],0
10,[-5.536929e-01 -1.914448e-04],1,-1.0,[-5.5365896e-01  3.3954584e-05],0
10,[-5.5365896e-01  3.3954584e-05],1,-1.0,[-5.5339986e-01  2.5910034e-04],0
10,[-5.5339986e-01  2.5910034e-04],1,-1.0,[-5.5291754e-01  4.8231069e-04],0
10,[-5.5291754e-01  4.8231069e-04],1,-1.0,[-0.55221564  0.00070192],0
10,[-0.55221564  0.00070192],1,-1.0,[-0.55129933  0.00091628],0
10,[-0.55129933  0.00091628],1,-1.0,[-0.55017555  0.0011238 ],0
10,[-0.55017555  0.0011238 ],1,-1.0,[-0.5488526   0.00132291],0
10,[-0.5488526   0.00132291],1,-1.0,[-0.5473405   0.00151213],0
10,[-0.5473405   0.00151213],1,-1.0,[-0.5456504   0.00169005],0
10,[-0.5456504   0.00169005],1,-1.0,[-0.5437951   0.00185531],0
10,[-0.5437951   0.00185531],1,-1.0,[-0.54178846  0.00200669],0
10,[-0.54178846  0.00200669],1,-1.0,[-0.5396454   0.00214305],0
10,[-0.5396454   0.00214305],1,-1.0,[-0.53738207  0.00226335],0
10,[-0.53738207  0.00226335],1,-1.0,[-0.53501534  0.0023667 ],0
10,[-0.53501534  0.0023667 ],1,-1.0,[-0.53256303  0.0024523 ],0
10,[-0.53256303  0.0024523 ],1,-1.0,[-0.53004354  0.00251953],0
10,[-0.53004354  0.00251953],1,-1.0,[-0.52747566  0.00256786],0
10,[-0.52747566  0.00256786],1,-1.0,[-0.52487874  0.00259694],0
10,[-0.52487874  0.00259694],1,-1.0,[-0.52227217  0.00260653],0
10,[-0.52227217  0.00260653],1,-1.0,[-0.5196756   0.00259659],0
10,[-0.5196756   0.00259659],1,-1.0,[-0.51710844  0.00256716],0
10,[-0.51710844  0.00256716],1,-1.0,[-0.51458997  0.00251849],0
10,[-0.51458997  0.00251849],1,-1.0,[-0.512139    0.00245093],0
10,[-0.512139    0.00245093],1,-1.0,[-0.509774  0.002365],0
10,[-0.509774  0.002365],1,-1.0,[-0.5075127   0.00226134],0
10,[-0.5075127   0.00226134],1,-1.0,[-0.5053719   0.00214074],0
10,[-0.5053719   0.00214074],1,-1.0,[-0.50336784  0.00200411],0
10,[-0.50336784  0.00200411],1,-1.0,[-0.5015153   0.00185247],0
10,[-0.5015153   0.00185247],1,-1.0,[-0.4998284   0.00168697],0
10,[-0.4998284   0.00168697],1,-1.0,[-0.49831954  0.00150884],0
10,[-0.49831954  0.00150884],1,-1.0,[-0.49700013  0.00131943],0
10,[-0.49700013  0.00131943],1,-1.0,[-0.49587998  0.00112015],0
10,[-0.49587998  0.00112015],1,-1.0,[-0.49496746  0.0009125 ],0
10,[-0.49496746  0.0009125 ],1,-1.0,[-0.49426943  0.00069803],0
10,[-0.49426943  0.00069803],1,-1.0,[-4.9379110e-01  4.7834095e-04],0
10,[-4.9379110e-01  4.7834095e-04],1,-1.0,[-4.9353603e-01  2.5508125e-04],0
10,[-4.9353603e-01  2.5508125e-04],1,-1.0,[-4.9350610e-01  2.9916133e-05],0
10,[-4.9350610e-01  2.9916133e-05],1,-1.0,[-4.9370158e-01 -1.9547243e-04],0
10,[-4.9370158e-01 -1.9547243e-04],1,-1.0,[-4.941210e-01 -4.194009e-04],0
10,[-4.941210e-01 -4.194009e-04],1,-1.0,[-0.49476117 -0.0006402 ],0
10,[-0.49476117 -0.0006402 ],1,-1.0,[-0.4956174  -0.00085621],0
10,[-0.4956174  -0.00085621],1,-1.0,[-0.4966832  -0.00106582],0
10,[-0.4966832  -0.00106582],1,-1.0,[-0.49795067 -0.00126747],0
10,[-0.49795067 -0.00126747],1,-1.0,[-0.49941033 -0.00145964],0
10,[-0.49941033 -0.00145964],1,-1.0,[-0.5010512 -0.0016409],0
10,[-0.5010512 -0.0016409],1,-1.0,[-0.5028611  -0.00180987],0
10,[-0.5028611  -0.00180987],1,-1.0,[-0.50482637 -0.00196531],0
10,[-0.50482637 -0.00196531],1,-1.0,[-0.50693244 -0.00210602],0
10,[-0.50693244 -0.00210602],1,-1.0,[-0.5091634  -0.00223097],0
10,[-0.5091634  -0.00223097],1,-1.0,[-0.51150256 -0.0023392 ],0
10,[-0.51150256 -0.0023392 ],1,-1.0,[-0.51393247 -0.0024299 ],0
10,[-0.51393247 -0.0024299 ],1,-1.0,[-0.5164349  -0.00250239],0
10,[-0.5164349  -0.00250239],1,-1.0,[-0.518991   -0.00255611],0
10,[-0.518991   -0.00255611],1,-1.0,[-0.52158165 -0.00259067],0
10,[-0.52158165 -0.00259067],1,-1.0,[-0.52418745 -0.0026058 ],0
10,[-0.52418745 -0.0026058 ],1,-1.0,[-0.52678883 -0.00260138],0
10,[-0.52678883 -0.00260138],1,-1.0,[-0.5293663  -0.00257746],0
10,[-0.5293663  -0.00257746],1,-1.0,[-0.5319005  -0.00253421],0
10,[-0.5319005  -0.00253421],1,-1.0,[-0.53437245 -0.00247195],0
10,[-0.53437245 -0.00247195],1,-1.0,[-0.5367636  -0.00239116],0
10,[-0.5367636  -0.00239116],1,-1.0,[-0.53905606 -0.00229245],0
10,[-0.53905606 -0.00229245],1,-1.0,[-0.54123265 -0.00217656],0
10,[-0.54123265 -0.00217656],1,-1.0,[-0.543277   -0.00204437],0
10,[-0.543277   -0.00204437],1,-1.0,[-0.5451739  -0.00189687],0
10,[-0.5451739  -0.00189687],1,-1.0,[-0.54690903 -0.00173517],0
10,[-0.54690903 -0.00173517],1,-1.0,[-0.54846954 -0.00156048],0
10,[-0.54846954 -0.00156048],1,-1.0,[-0.54984367 -0.00137413],0
10,[-0.54984367 -0.00137413],1,-1.0,[-0.55102116 -0.00117749],0
10,[-0.55102116 -0.00117749],1,-1.0,[-0.5519932  -0.00097206],0
10,[-0.5519932  -0.00097206],1,-1.0,[-0.55275255 -0.00075936],0
10,[-0.55275255 -0.00075936],1,-1.0,[-5.5329353e-01 -5.4098107e-04],0
10,[-5.5329353e-01 -5.4098107e-04],1,-1.0,[-5.5361211e-01 -3.1856482e-04],0
10,[-5.5361211e-01 -3.1856482e-04],1,-1.0,[-5.5370587e-01 -9.3768926e-05],0
10,[-5.5370587e-01 -9.3768926e-05],1,-1.0,[-5.5357414e-01  1.3172739e-04],0
10,[-5.5357414e-01  1.3172739e-04],1,-1.0,[-5.5321789e-01  3.5623976e-04],0
10,[-5.5321789e-01  3.5623976e-04],1,-1.0,[-0.5526398   0.00057809],0
10,[-0.5526398   0.00057809],1,-1.0,[-0.5518442   0.00079562],0
10,[-0.5518442   0.00079562],1,-1.0,[-0.550837    0.00100721],0
10,[-0.550837    0.00100721],1,-1.0,[-0.5496257   0.00121127],0
10,[-0.5496257   0.00121127],1,-1.0,[-0.54821944  0.00140627],0
10,[-0.54821944  0.00140627],1,-1.0,[-0.54662865  0.00159076],0
10,[-0.54662865  0.00159076],1,-1.0,[-0.5448653   0.00176335],0
10,[-0.5448653   0.00176335],1,-1.0,[-0.5429426   0.00192274],0
10,[-0.5429426   0.00192274],1,-1.0,[-0.54087484  0.00206774],0
10,[-0.54087484  0.00206774],1,-1.0,[-0.53867763  0.00219725],0
10,[-0.53867763  0.00219725],1,-1.0,[-0.5363673  0.0023103],0
10,[-0.5363673  0.0023103],1,-1.0,[-0.53396124  0.00240604],0
10,[-0.53396124  0.00240604],1,-1.0,[-0.5314775   0.00248375],0
10,[-0.5314775   0.00248375],1,-1.0,[-0.52893466  0.00254283],0
10,[-0.52893466  0.00254283],1,-1.0,[-0.5263518   0.00258285],0
10,[-0.5263518   0.00258285],1,-1.0,[-0.52374834  0.0026035 ],0
10,[-0.52374834  0.0026035 ],1,-1.0,[-0.52114373  0.00260462],1
11,"(array([-0.58148265,  0.        ], dtype=float32), {})",1,-1.0,[-5.8105069e-01  4.3195038e-04],0
11,[-5.8105069e-01  4.3195038e-04],1,-1.0,[-0.58018994  0.00086071],0
11,[-0.58018994  0.00086071],1,-1.0,[-0.5789069   0.00128311],0
11,[-0.5789069   0.00128311],1,-1.0,[-0.57721084  0.00169602],0
11,[-0.57721084  0.00169602],1,-1.0,[-0.5751145   0.00209638],0
11,[-0.5751145   0.00209638],1,-1.0,[-0.57263327  0.00248121],0
11,[-0.57263327  0.00248121],1,-1.0,[-0.5697856   0.00284764],0
11,[-0.5697856   0.00284764],1,-1.0,[-0.5665927   0.00319294],0
11,[-0.5665927   0.00319294],1,-1.0,[-0.56307817  0.0035145 ],0
11,[-0.56307817  0.0035145 ],1,-1.0,[-0.5592683  0.0038099],0
11,[-0.5592683  0.0038099],1,-1.0,[-0.5551914   0.00407691],0
11,[-0.5551914   0.00407691],1,-1.0,[-0.55087787  0.0043135 ],0
11,[-0.55087787  0.0043135 ],1,-1.0,[-0.54636     0.00451787],0
11,[-0.54636     0.00451787],1,-1.0,[-0.5416716   0.00468844],0
11,[-0.5416716   0.00468844],1,-1.0,[-0.53684765  0.00482392],0
11,[-0.53684765  0.00482392],1,-1.0,[-0.53192437  0.00492326],0
11,[-0.53192437  0.00492326],1,-1.0,[-0.5269387  0.0049857],0
11,[-0.5269387  0.0049857],1,-1.0,[-0.52192795  0.00501075],0
11,[-0.52192795  0.00501075],1,-1.0,[-0.51692975  0.00499822],0
11,[-0.51692975  0.00499822],1,-1.0,[-0.5119815  0.0049482],0
11,[-0.5119815  0.0049482],1,-1.0,[-0.50712043  0.00486109],0
11,[-0.50712043  0.00486109],1,-1.0,[-0.5023829   0.00473755],0
